Date,StartupName,IndustryVertical,SubVertical,CityLocation,InvestorsName,InvestmentType,AmountInUSD,numberofinvestors
2016-04-27,railyatri,consumerinternet,trainrelatedinformationportal,noida,"Nandan Nilekani, Helion Ventures, Omidyar Networks, Blume Ventures",privateequity,12031073,4
2016-04-27,ichr,consumerinternet,mobilebasedchildrenhealthinformationapp,newdelhi,Undisclosed,seedfunding,450000,1
2016-04-27,murgency,consumerinternet,medicalemergencyresponseapp,mumbai,Axilor Ventures,privateequity,12031073,1
2016-04-28,theweddingbrigade,consumerinternet,onlineweddinginformationportal,mumbai,Blume Ventures & Other unnamed Investors,seedfunding,600000,1
2016-04-28,docsapp,consumerinternet,onlinedoctordiscovery&chatplatform,bangalore,"Rebright Partners, Anand Rajaraman, Venky Harinarayan",privateequity,1200000,3
2016-04-29,impactguru,consumerinternet,onlinecrowdfundingplatformforngos&socialprojects,mumbai,"RB Investments, Fundnel",seedfunding,500000,2
2016-04-29,reach,ecommerce,ecommercesaassolutions,newdelhi,vCommission,privateequity,100000,1
2016-03-01,driveu,consumerinternet,chauffeursdiscoveryforprivatecarowners,bangalore,Unitus Seed Fund,seedfunding,12031073,1
2016-03-01,gympik,consumerinternet,"fitnesscentres,gymdiscoveryonlinemarketplace",bangalore,RoundGlass Partners,privateequity,12031073,1
2016-03-01,testbook,consumerinternet,onlinetestpreparationplatform,mumbai,S Chand & Co,privateequity,12031073,1
2016-03-01,iqlect,technology,bigdataanalyticsplatform,bangalore,"Lip-Bu Tan, Michael Marks, Nicolas Braithwaite",privateequity,12031073,3
2016-03-02,momark,consumerinternet,mobilewalletaggregationplatform,noida,YourNest Angel Fund,privateequity,600000,1
2016-03-02,skedool,consumerinternet,aibasedofficeassistantmobileapp,seattle,"Kludein LLCPhanindra Sama, Narayan Ramachandran, Pranav Pai",seedfunding,12031073,3
2016-03-02,systemantics,technology,industrialrobotsmaker,bangalore,"Nandan Nilekani, Accel Partners",privateequity,1400000,2
2016-03-03,vertuals,technology,audiovisualdigitalcontentcreatorsforbrands,mumbai,Dino Morea,seedfunding,12031073,1
2016-03-03,imarticuslearning,education,financialservices&analyticseducationinstitute,mumbai,"Blinc Advisors, Amit Nanavati, Tashwinder Singh, Taranjit Jaswal, Amit Khanna",privateequity,1000000,5
2016-03-03,shouut,consumerinternet,socialdiscoverymobileapp,newdelhi,Undisclosed investor,seedfunding,500000,1
2016-03-04,tinystep,consumerinternet,parentingsocialnetworkplatform,bangalore,Matt Glickman,privateequity,12031073,1
2016-03-04,aahaa,ecommerce,officeproductssuperstore,chennai,"YourNest Angel Fund,",privateequity,1000000,2
2016-03-04,arcatron,technology,smartwheelchairdesignanddevelopment,pune,"Sudhir Mehta, Anoop Hingorani",seedfunding,12031073,2
2016-03-04,ftcash,consumerinternet,mobilepaymentsplatform,kolkata,IvyCap Ventures,seedfunding,150000,1
2016-03-04,civilsdaily,consumerinternet,civilservicesnewsaggregator,newdelhi,Manoj Kumar & Other undisclosed investors,seedfunding,12031073,1
2016-03-04,zappka,consumerinternet,mobileappdiscoveryandreviewplatform,gurgaon,"Daman Soni, Rajat Gupta & Others",seedfunding,100000,2
2016-03-04,tarusaworld,ecommerce,handicraftproductsetailer,mumbai,Mohit Gulati,seedfunding,12031073,1
2016-03-04,medecube,healthcare,healthcarerelatedservicesprovider,gurgaon,Artiman Ventures,privateequity,4000000,1
2016-03-07,n.o.w,consumerinternet,biketaxiservice&hyperlocaldeliveryapp,noida,"Ruchirans Jaipuria, Anuj Sanghi",seedfunding,500000,2
2016-03-07,ninjacart,ecommerce,b2bmarketplaceforfarmers&retailers,bangalore,"Accel Partners, Qualcomm Ventures, M&S Partners, Zop Smart",privateequity,3000000,4
2016-03-07,reach,consumerinternet,crossplatformp2pfilesharingmobileapp,bangalore,"Rebright Partners, Sol Primero, Sudhir Anandarao, Ankur Warikoo, Ankur Singla",seedfunding,500000,5
2016-03-07,vanitycube,consumerinternet,hyperlocalbeautyservicesplatform,newdelhi,Unicorn Ventures,seedfunding,250000,1
2016-03-07,wooplr,ecommerce,curatedfashionecommerceportal,bangalore,"Naveen Tewari, Abhay Singhal, Amit Gupta, Piyush Shah, Raghunandan G, Rajiv Mehta",seedfunding,12031073,6
2016-03-07,medidaili,consumerinternet,medicalsupportserviceplatform,bangalore,Undisclosed private investors,seedfunding,100000,1
2016-03-08,finomena,technology,creditworthinessbigdataanalytics,newdelhi,Matrix Partners India,privateequity,12031073,1
2016-03-08,cookaroo,consumerinternet,fooddeliveryplatform,bangalore,Vijay Krishna Yadav,seedfunding,12031073,1
2016-03-08,vphraseanalytics,technology,aibaseddataanalyticsplatform,mumbai,"Apoorv Ranjan Sharma, Daud Ali and others",seedfunding,12031073,2
2016-03-08,lovecycles,consumerinternet,women’shealthtracker,bangalore,Prime Venture Partners,seedfunding,750000,1
2016-03-08,kartrocket,ecommerce,ecommercesaasplatform,newdelhi,"Undisclosed Japanese investor, Bertelsmann India Investments, Nirvana Digital India Fund, Nirvana Digital Investment Holding Co Ltd, 500 Start-Ups",privateequity,8000000,5
2016-03-08,dunzo,consumerinternet,dailytaskmanagementapp,bangalore,"Aspada Investment Advisors, Blume Ventures.",seedfunding,650000,2
2016-03-09,indiamart,ecommerce,b2bmarketplaceforsmbs,noida,Amadeus Capital,privateequity,12031073,1
2016-03-09,smartvizx,technology,virtualrealitysolutions,noida,"Indian Angel Network, Stanford Angels, Entrepreneurs India",seedfunding,500000,3
2016-03-09,mygubbi,realestate,interiordesign&homedécorsolutions,bangalore,"Vipul Parekh, ajesh K Murthy,",seedfunding,2500000,3
2016-03-09,nukkadshops,consumerinternet,hyperlocalgrocerydeliveryservice,hyderabad,PurpleTalk Inc,seedfunding,1000000,1
2016-03-09,cloudacar,consumerinternet,carpoolingmobileapp,pune,"Amit Choudhary, Anuj Puri",seedfunding,12031073,2
2016-03-09,justride,consumerinternet,selfdrivecarrental,mumbai,Dheeraj Jain & Other angel investors,seedfunding,400000,1
2016-03-09,yana,consumerinternet,personalaitransactionengineapp,gurgaon,"Puneet Gupta,",seedfunding,12031073,2
2016-03-10,bigfishventures,food&beverage,premiumdiningloungeschain,newdelhi,Undisclosed investors,privateequity,11100000,1
2016-03-10,stylflip,ecommerce,pre-ownedfashionmarketplacemobileapp,mumbai,"Raj Gala Shah, Zaheer Memon",seedfunding,12031073,2
2016-03-10,icertis,technology,contractmanagementsoftwaresolutionsplatform,pune,"Ignition Partners, Greycroft Partners, Fidelity Growth Partners India",privateequity,15000000,3
2016-03-10,supplified,ecommerce,constructionmaterialetailer,newdelhi,Mohit Goel,seedfunding,1000000,1
2016-03-11,jollyfoodfellow,technology,foodrelatedmarketing&brandingplatform,ahmedabad,Janak Parikh,seedfunding,12031073,1
2016-03-14,pinkblue,ecommerce,medicalsuppliesetailer,bangalore,"Hari Krishna, Ajay Modani, Dr V Ravinder, Anirudh Rastogi, Abhishek Jain, Rakesh Gakhar, Rajeev Mudumba, Nagendra Prasad Bhanuprakash",seedfunding,223608,8
2016-03-14,truckingcube,logistics,"domestic,commercial,andindustrialgoodsmovers",newdelhi,Agarwal Movers Group,privateequity,14900000,1
2016-03-14,eswasthya,consumerinternet,onlinemedicinedeliveryaggregator,ahmedabad,Hemang Sahani,seedfunding,12031073,1
2016-03-15,flipclass,consumerinternet,tutorsearchplatform,bangalore,"S Chand and Co Pvt Ltd, Blume Ventures",privateequity,1000000,2
2016-03-15,proximit,technology,advertisingtechnology,pune,Funding through 1Crowd platform,seedfunding,150000,1
2016-03-15,withme,consumerinternet,personalizedfashionapp,gurgaon,"Alex Kuruvilla, Pradeep Guha, Saket Dhankar, Rajan Pandhare",seedfunding,250000,4
2016-03-16,gapoon,consumerinternet,hyperlocalhomemaintenanceservices,bangalore,"Chandrashekar Tallapragada, Pankaj Kapoor",seedfunding,180000,2
2016-03-16,avagmah,consumerinternet,onlineeducationportal,bangalore,"Kris Gopalakrishnan, Atul Nishar",seedfunding,12031073,2
2016-03-16,workindia,consumerinternet,onlinejobboard,mumbai,Beenext,seedfunding,12031073,1
2016-03-16,wealthy,consumerinternet,onlineinvestmentmanagementportal,bangalore,"Zishaan Hayath, Abhishek Goyal, Arjun and Rohan Malhotra, Harpreet Singh Grover, Gagan Dugal",seedfunding,250000,5
2016-03-17,pramati,healthcare,specializedpatientcareplatform,noida,Undisclosed investors,seedfunding,200000,1
2016-03-17,qlivery,consumerinternet,ondemandconciergeservice,gurgaon,Swastika Company Ltd,seedfunding,230000,1
2016-03-17,healthenablr,consumerinternet,doctordiscoveryandbookingplatform,mumbai,Undisclosed investors,seedfunding,800000,1
2016-03-17,liftiee,consumerinternet,car/bikepoolingapp,mumbai,"Rannvijay Singh, Anita Hassanandani",seedfunding,108000,2
2016-03-18,hellocurry,food&beverage,quickservicerestaurantchain,hyderabad,Sashi Reddi & Other unnamed investors,privateequity,1500000,1
2016-03-19,gosporto,consumerinternet,onlinesportsdiscoveryandbookingplatform,newdelhi,Naveen Gupta,seedfunding,30000,1
2016-03-21,oneclickwash,consumerinternet,onlinelaundry&washingservicebooking&delivery,gurgaon,Unitus Seed Fund,seedfunding,12031073,1
2016-03-21,girnarsoftware,consumerinternet,onlinenewsmedianetwork,jaipur,Google Capital,privateequity,12031073,1
2016-03-21,roomoncall,consumerinternet,budgethotelaggregator,gurgaon,CASHurDRIVE Marketing Pvt Ltd,privateequity,2000000,1
2016-03-22,byju’s,consumerinternet,educationalvideocontentcreator,bangalore,"Sequoia India, Sofina",privateequity,75000000,2
2016-03-22,bigbasket,ecommerce,onlinegroceryshop,bangalore,Abraaj Group,privateequity,150000000,1
2016-03-22,drivojoy,consumerinternet,on-demand2-wheelerservicingplatform,bangalore,"Indian Angel Network, Tracxn Labs & Others",seedfunding,600000,2
2016-03-22,smartron,technology,internetofthingsdevicemanufacturer,bangalore,Sachin Tendulkar,privateequity,12031073,1
2016-03-22,lifcare,consumerinternet,onlinepharmacyportal,jaipur,"Rajul Garg, Alok Mittal, Kunal Shah, Rishi Mandawat, Dheeraj Jain, Sandeep Tandon, Dexter Angel Circle",seedfunding,12031073,7
2016-03-22,creditseva,consumerinternet,onlinecreditmanagementtools,hyderabad,"Pix Vine Capital, Infocomm Development Authority of Singapore",seedfunding,360000,2
2016-03-22,cityshor,consumerinternet,onlinelifestylemediarecommendationportal,ahmedabad,GAIN,seedfunding,12031073,1
2016-03-23,endlessrobotics,technology,interiorpaintingautomation,hyderabad,"Devidas Desai, Vipul Gautam, Singapore Angel Network",seedfunding,100000,3
2016-03-23,sprobotics,technology,roboticclassesforstudents,chennai,"Indian Angel Network,",seedfunding,300000,2
2016-03-23,stalkbuylove,ecommerce,fashionetailer,newdelhi,"500 Startups, Littlerock, Singularity Ventures",seedfunding,12031073,3
2016-03-23,ekincare,consumerinternet,healthcarerelatedsolutions,hyderabad,"BitChemy Ventures, Maheshwari Investments Pvt Ltd, Anshoo Gaur, Rama Krishna Reddy, Sandeep Seerapu",privateequity,330000,5
2016-03-23,hashlearn,consumerinternet,mobilebasedprivatetutoringservices,notspecific,"Bhavish Aggarwal, Binny Bansal,  Rajan Anandan, Mekin Maheshwar, Sunil Kalra, Anupam Mittal, Krishna Mehra, Singapore Angel Network",seedfunding,12031073,8
2016-03-23,wheelstreet,consumerinternet,onlinebikerentalplatform,bangalore,Broadbean Capital services,privateequity,500000,1
2016-03-24,horntell,consumerinternet,unifiedpushnotificationservice,gurgaon,"Bharanidharan Viswanathan, Sanjiv Mittal, Shobhit Shukla, Rahul Agarwal",seedfunding,150000,4
2016-03-28,schoolkart,ecommerce,onlinemarketplaceforschools,noida,Undisclosed investors,seedfunding,300000,1
2016-03-29,healtheminds,consumerinternet,onlinementalhealthcare,bangalore,Robin Utthappa,seedfunding,12031073,1
2016-03-29,byg,consumerinternet,childhealthcareexpertsaggregatormobileapp,newdelhi,"Rajul Garg, Daljit Singh, Aditya Vij, Kishore Kumar, Shuchin Bajaj",seedfunding,300000,5
2016-03-29,veritasfinance,finance,assetbasedlendingplatform,chennai,Sarva Capital,privateequity,4700000,1
2016-03-29,qikship,consumerinternet,mobilebasedlogisticsprovider,newdelhi,undisclosed investors,seedfunding,200000,1
2016-03-29,fixnix,consumerinternet,grcsaasplatform,chennai,Jay Vijayan,seedfunding,500000,1
2016-03-30,truebalance,technology,mobilebalancecheckapp,gurgaon,SoftBank Ventures Korea,privateequity,12031073,1
2016-03-30,touchkin,healthcare,predictivehealthcareplatform,bangalore,"Alok Mittal, Amit Gupta, Anuj Srivastava, Himanshu Aggarwal, Raghunandan G, Puneet Agarwal",seedfunding,400000,6
2016-03-31,switchme,consumerinternet,homeloanratecomparisonplatform,mumbai,"Mohandas Pai, Hiro Mashita, Singapore Angel Network, 500 Startups, Rajan Anandan, Ajay Sarupria",seedfunding,12031073,6
2016-03-31,transcell,healthcare,familystemcellbankingservices,hyderabad,Indian Angel Network,seedfunding,12031073,1
2016-02-01,bluetokaicoffee,ecommerce,specialtycoffeeetailer,newdelhi,Snow Leopard Technology Ventures,seedfunding,12031073,1
2016-02-02,altizone,technology,iot&m2msolutions,pune,"Wipro Ventures,  Lumis Partners",privateequity,4000000,2
2016-02-02,oustapp,consumerinternet,competitiveexampreparationplatform,bangalore,"T V Mohandas Pai,  Aarin Capital",seedfunding,12031073,2
2016-02-02,strike,consumerinternet,mobileemailproductivitytool,bangalore,Multiple investors through Ten Minute Million competition,seedfunding,22500,1
2016-02-02,maaxmarket,consumerinternet,marketingautomationplatform,notspecific,Multiple investors through Ten Minute Million competition,seedfunding,22500,1
2016-02-02,gamooz,technology,augmentedrealitysolutions,gurgaon,Multiple investors through Ten Minute Million competition,seedfunding,22500,1
2016-02-02,soundsurround,technology,audiotechnologysolutions,mumbai,Multiple investors through Ten Minute Million competition,seedfunding,22500,1
2016-02-03,mazkara,consumerinternet,beauty&wellnessplatform,pune,Dunamis Ventures Pte Ltd.,seedfunding,1000000,1
2016-02-03,roadgods,ecommerce,autosparepartsetailer,newdelhi,Green House Ventures (GHV),seedfunding,100000,1
2016-02-03,pindropmusic,consumerinternet,musicdiscoverymobileapp,noida,Green House Ventures (GHV),seedfunding,100000,1
2016-02-03,woodpie,consumerinternet,bookrecommendationservice,bangalore,Ingram Content Group,seedfunding,30000,1
2016-02-04,perfumery,ecommerce,fragrances&perfumeetailer,newdelhi,Oranda Global & Others,seedfunding,30000,1
2016-02-05,magiccrate,education,childreneducationplatform,bangalore,"TV Mohandas Pai, Aarin Capital",seedfunding,12031073,2
2016-02-05,zendrive,technology,safedrivingdata&analyticsplatform,bangalore,"Sherpa Capital, Nyca Partners and Thomvest Ventures",privateequity,13500000,2
2016-02-05,smartcooky,ecommerce,marketplaceforhealthfoods,newdelhi,"Vandana Luthra,",privateequity,12031073,2
2016-02-05,turtlemint,consumerinternet,onlinepersonalizedinsuranceplatform,mumbai,Nexus Venture Partners,privateequity,12031073,1
2016-02-05,bhive,realestate,workspacerentals,bangalore,"Raghunandan G, Venturesity, Arihant Patni",seedfunding,12031073,3
2016-02-05,gingercrush,ecommerce,personalizedproducts&merchandizeetailer,vadodara,"Saha Fund, TV Mohandas Pai, Zia Mody, Mumbai Angels, Ananda Kallugadde, Rakesh Desai, Rakesh Malhotra",privateequity,1000000,7
2016-02-05,americanvision,consumerinternet,opticalstoreaggregatorplatform,pune,Undisclosed investors,seedfunding,81000,1
2016-02-05,dawailelo,consumerinternet,healthcareservices&onlinepharmacymobileapp,varanasi,Undisclosed investors,seedfunding,52000,1
2016-02-06,headsupfortails,ecommerce,petproductsetailer,newdelhi,Undisclosed investors,seedfunding,1000000,1
2016-02-06,livenutrifit,healthcare,weightloss&healthcareinfoportal,newdelhi,"Mohit Goel, Vinod Jain & Others",seedfunding,12031073,2
2016-02-08,moglix,ecommerce,industrial&homeproductsmarketplace,newdelhi,Ratan Tata,privateequity,12031073,1
2016-02-08,istyleyou,consumerinternet,personalfashionstylistapp,gurgaon,Green House Ventures (GHV),seedfunding,100000,1
2016-02-08,adurcup,consumerinternet,adnetwork,newdelhi,Green House Ventures (GHV),seedfunding,100000,1
2016-02-08,weddingz,consumerinternet,onlinemarketplaceforweddingvenuesandvendors,mumbai,Sixth Sense Ventures,privateequity,12031073,1
2016-02-08,urbandhobi,consumerinternet,ondemandlaundryservices,jaipur,"Vinod Bansal, Sanjeev Singhal",seedfunding,12031073,2
2016-02-08,grayroutes,consumerinternet,lastmilelogisticssolutions,mumbai,"Mahesh Parasuraman, Rahul Gautam & Others",seedfunding,12031073,2
2016-02-08,xpressbees,ecommerce,ecommercelogisticssolutions,pune,"SAIF Partners, IDG Ventures India, Vertex Ventures, Valiant Capital",privateequity,12500000,4
2016-02-08,invictusoncology,healthcare,cancertherapeuticinfo&solutions,newdelhi,Ratan Tata,privateequity,12031073,1
2016-02-08,hansel.io,technology,mobileapptechsolutions,bangalore,"Endiya Partners, Mekin Maheshwari, Rajesh Sawhney",seedfunding,12031073,3
2016-02-09,inc42,consumerinternet,startupfocusedmedianewsportal,newdelhi,"India Ventures, Aarin Capital & Others",seedfunding,12031073,2
2016-02-09,goqii,technology,personalizedfitnesscoaching&fitnessband,mumbai,Edelweiss Financial Services,privateequity,12031073,1
2016-02-10,capzest,consumerinternet,digitallendingplatform,mumbai,Lion Ventures,seedfunding,200000,1
2016-02-10,glamstudios,consumerinternet,onlinesalonaggregator,noida,Aqeel Ahmed,seedfunding,12031073,1
2016-02-10,affimity,consumerinternet,socialnetworkingplatform,bangalore,undisclosed investors,seedfunding,1200000,1
2016-02-10,anandakanda,technology,medicineintakeremindersystem,pune,undisclosed investors,seedfunding,150000,1
2016-02-10,joulestowatts,technology,itservices&talentcollaborationservicesstartup,bangalore,Manipal Global Education Services,seedfunding,12031073,1
2016-02-10,shopkirana,consumerinternet,retailersupplychainplatform,indore,"Atul Jain, Anil Gelra, Jaikumar Nair",seedfunding,12031073,3
2016-02-10,stylofie,consumerinternet,onlinebeautyparloursearch&discoveryplatform,gurgaon,Jaideep Mehta,seedfunding,12031073,1
2016-02-10,oybob,ecommerce,hyperlocalproducts&servicesmarketplace,gurgaon,Sachin Dalal,seedfunding,12031073,1
2016-02-12,actonmagic,technology,cloudanalyticsandmanagementproducts,bangalore,Jayabalan Subramanian,seedfunding,125000,1
2016-02-12,bonhomia,food&beverage,premiumteaandcoffee,newdelhi,"Alok Rawat, Grey Orange Robotics",seedfunding,1000000,2
2016-02-12,igrenenergi,technology,solarpowersolutions,mumbai,Sunil Mehta,seedfunding,1000000,1
2016-02-12,rksv,consumerinternet,onlinestocktradingplatform,mumbai,Kalaari Capital,privateequity,4000000,1
2016-02-15,aasaanjobs,consumerinternet,onlinerecruitmentmarketplace,mumbai,"Aspada Advisors, IDG Ventures,  Inventus Capital",privateequity,5000000,3
2016-02-15,snapdeal,ecommerce,horizontalonlinemarketplace,newdelhi,Ontario Teachers’ Pension Plan & Others,privateequity,200000000,1
2016-02-15,jugnoo,consumerinternet,transportation&on-demanddeliveryaggregator,chandigarh,Saumya Tandon,privateequity,12031073,1
2016-02-15,snapbizz,technology,connectivityplatformforlocalgrocerystores,bangalore,Ratan Tata,privateequity,12031073,1
2016-02-15,goyano,consumerinternet,events&restaurantdiscoverymarketplaceapp,gurgaon,Mukesh Kumar Gupta,seedfunding,50000,1
2016-02-15,rentsher,consumerinternet,onlinehouseholdproductrentalplatform,bangalore,"Vaibhav Doshi, Abhay Singhal, Vibhu Garg, Joby Babu, Abhishek Acharya, Manish Shah",seedfunding,300000,6
2016-02-15,buddy,finance,microlendingplatformforecommercepurchases,bangalore,"Blume Ventures,  Tracxn Labs",seedfunding,500000,2
2016-02-15,legistify,consumerinternet,onlinelegalservicesplatform,newdelhi,Ranjit Singh,seedfunding,12031073,1
2016-02-16,tablehero,consumerinternet,dynamicrestaurantwebsitecreator,bangalore,"GrowX Ventures, Kunal Shah, Sandeep Tandon, Haresh Chawla, Powai Lake Ventures, Globevestor",seedfunding,1000000,6
2016-02-16,betterplace,technology,dataanalyticsbasedverificationservicesplatform,bangalore,Unitus Seed Fund,seedfunding,970000,1
2016-02-16,salebhai,ecommerce,"sweets,eatables,handicraftsonlinemarketplace",ahmedabad,"Virendra Shekhawat, Deepak Chokhani, Yogesh Patel & Others",seedfunding,12031073,3
2016-02-16,icustommadeit,ecommerce,professionalcustomcreatorsmarketplace,pune,"Brand Capital, Siddhivinayak Skyscrapers, Dinesh R. Challa",privateequity,4000000,3
2016-02-16,tring,consumerinternet,instantmessagingapp,pune,Vishwadeep Bajaj & Others,seedfunding,12031073,1
2016-02-16,medinfi,consumerinternet,doctor&clinicsdiscoveryplatform,bangalore,"Rajnish Sinha, Prijit Debnath, Kanchan Ghoshal",seedfunding,12031073,3
2016-02-17,timemytask,consumerinternet,on-demandhomecleaningservices,mumbai,Lead Angels,seedfunding,12031073,1
2016-02-17,gamezop,technology,mobilegamingplatform,newdelhi,"KWAN Entertainment & Marketing Solutions, Powerhouse Ventures & Others",seedfunding,350000,2
2016-02-17,notarymama,consumerinternet,on-demandlegaldocumentationandregistrationservice,bangalore,"Dr Nandish Domlur, Amit Sandill",seedfunding,12031073,2
2016-02-17,theviralfever,consumerinternet,independentonlinevideoproductioncompany,mumbai,Tiger Global,privateequity,10000000,1
2016-02-17,avantilearning,education,privatecoachingclasses,newdelhi,Michael & Susan Dell Foundation,privateequity,5000000,1
2016-02-17,bollantindustries,technology,eco-friendlyconsumer&packagingproducts,hyderabad,Ratan Tata,privateequity,12031073,1
2016-02-18,getvee,consumerinternet,matrimony&couplesonlymobileplatform,newdelhi,"Lightspeed Venture Partners, K Ganesh",privateequity,12031073,2
2016-02-18,healthkumbh,consumerinternet,healthrelatedinformationportal,ahmedabad,Undisclosed investor,seedfunding,73000,1
2016-02-18,unlaze,consumerinternet,socialnetworkingappforoutdoorinterests,gurgaon,"Sujal Shah, Dino Morea",seedfunding,12031073,2
2016-02-18,tracxn,technology,indianstartupecosystemtrendsanalyzer&fundingplatform,bangalore,"Nandan Nilekani, Mohandas Pai, Neeraj Arora, Anand Rajaraman, Girish Mathrubootham, Aneesh Reddy & Teruhide Sato",privateequity,12031073,6
2016-02-18,careongo,ecommerce,onlinepharmacystore,newdelhi,Farooq Oomerbhoy & Other angel investors,seedfunding,300000,1
2016-02-18,arkrobot,technology,warehouseautomation,bangalore,Qualcomm (Through QPrize Contest),seedfunding,350000,1
2016-02-19,jaypore,ecommerce,ethnicproductsmarketplace,newdelhi,Aavishkaar,privateequity,5000000,1
2016-02-19,financebuddha,consumerinternet,onlineloancomparison&discoveryplatform,bangalore,Chennai Angels,seedfunding,12031073,1
2016-02-19,almaconnect,consumerinternet,alumnisocialnetwork,newdelhi,"Mohandas Pai, Varun Aggarwal",seedfunding,12031073,2
2016-02-19,advantageclub,consumerinternet,mobileplatformforcorporateemployeebenefits,gurgaon,Purvi Ventures & Others,seedfunding,400000,1
2016-02-19,localramu,consumerinternet,mobilebasedaggregatorforlocalserviceproviders,bangalore,3 undisclosed investors,seedfunding,12031073,1
2016-02-22,babyberry,consumerinternet,parentingmobileapp,bangalore,Nitin Bagmane & Other undisclosed investors,seedfunding,1000000,1
2016-02-22,magicpin,consumerinternet,hyperlocaldiscovermobileapp,newdelhi,Lightspeed India,privateequity,3000000,1
2016-02-22,firsteat,consumerinternet,healthyfooddeliveryplatform,newdelhi,Undisclosed investor,seedfunding,100000,1
2016-02-22,sigtuple,technology,healthcarebasedtechsolutions,bangalore,"Sachin Bansal, Binny Bansal, Accel Partners & Others",seedfunding,12031073,3
2016-02-22,taskbob,consumerinternet,hyperlocalhandymanservicesplatform,mumbai,"IvyCap Ventures, Orios Venture Partners, Mayfield India",privateequity,4500000,3
2016-02-22,styledotme,consumerinternet,mobilefashionapp,newdelhi,Indian Angel Network,seedfunding,37000,1
2016-02-22,newslaundry,consumerinternet,independentnewsmediaportal,newdelhi,"Omidyar Network,  Vikram Lal, Abhijit Bhandari, Mahesh Murthy, Shashank Bhagat",privateequity,12031073,5
2016-02-23,cuponation,consumerinternet,dealsanddiscountplatform,gurgaon,"Rocket Internet AG, Holtzbrink Ventures, New Enterprise Associates (NEA), e.ventures, ru-Net, Deutsche Telekom Strategic Investments (DTSI), Silicon Valley Bank",privateequity,11000000,7
2016-02-23,aaravuav,technology,unmannedaerialvehiclescreator,kanpur,"StartupXseed Ventures, The Phoenix Fund and others",seedfunding,12031073,2
2016-02-24,sayfix,consumerinternet,hyperlocalhomeservicesprovider,bangalore,Yajnanarayana Kammaje,seedfunding,160000,1
2016-02-24,loanzen,consumerinternet,peertopeerlendingmarketplace,bangalore,Tracxn Syndicate,seedfunding,12031073,1
2016-02-24,nobroker,consumerinternet,peertopeerpropertylistingplatform,bangalore,"Beenext, Digital Garage, Beenos, Qualgro, Mamoru Taniya, SAIF Partners",privateequity,10000000,6
2016-02-24,appilyever,consumerinternet,onlineweddingservicesmarketplace,hyderabad,"Varun Aggarwal, Suresh Venkat, Raj Y",seedfunding,400000,3
2016-02-24,pocketin,consumerinternet,hotelreservations&dealplatform,noida,Swastika Company Ltd,seedfunding,150000,1
2016-02-24,feetapart,consumerinternet,employeeengagements&rewardsplatform,bangalore,Vishal Bali & Others,seedfunding,12031073,1
2016-02-25,ofbusiness,ecommerce,b2bcommercemarketplace,gurgaon,Matrix Partners India,privateequity,5000000,1
2016-02-25,carveniche,consumerinternet,personalizedlearningsolutions&products,bangalore,"Calcutta Angels, Lead Angels & Others",seedfunding,12031073,2
2016-02-25,juspay,consumerinternet,digitalpaymentssolutions,bangalore,"Accel Partners, Ashish Hemrajani, Parikshit Dar, Rajesh Balpande",privateequity,5800000,4
2016-02-25,funcart,ecommerce,partysuppliesetailer,newdelhi,Undisclosed HNIs,seedfunding,70000,1
2016-02-26,freedomsmartlabs,technology,iotretailsolutions,newdelhi,Kapil Goel,seedfunding,145000,1
2016-02-26,edubridge,consumerinternet,skilldevelopmentandvocationaltrainingplatform,mumbai,"Insitor Impact Asia Fund, Acumen Fund",privateequity,2500000,2
2016-02-29,nestaway,consumerinternet,onlinehomerentalmarketplace,bangalore,Ratan Tata,privateequity,12031073,1
2016-02-29,hopscotch,ecommerce,baby&kidsproductsonlineflashsalesplatform,mumbai,Eduardo Saverin,privateequity,13000000,1
2016-02-29,pinclick,consumerinternet,onlinerealestatelistings,bangalore,Undisclosed investors,privateequity,12031073,1
2016-01-01,smartcooky,ecommerce,healthfood/personalcaremarketplace,newdelhi,"Rajan Anandan, Pramod Bhasin, Siddharth Pai, TV Mohandas Pai, Manvinder Singh Banga",seedfunding,12031073,5
2016-01-01,helpi,consumerinternet,ondemandcleaningservicesmobileapp,mumbai,Undisclosed Investors,seedfunding,12031073,1
2016-01-04,dogspot,ecommerce,onlinepetstore,gurgaon,Ratan Tata,seedfunding,12031073,1
2016-01-04,career360,education,collegeeducationportal,newdelhi,MeritTrac,privateequity,12031073,1
2016-01-04,b9beverages,food&beverage,craftbeermanufacturingcompany,newdelhi,"Sequoia Capital, Kunal Bahl, Rohit Bansal, Deepinder Goyal, Ashish Dhawan, Mayank Singhal",privateequity,6000000,6
2016-01-05,wimwifoods,food&beverage,healthyfoodmanufacturing&salesstartup,ahmedabad,Centre for Innovation Incubation and Entrepreneurship (CIIE),seedfunding,12031073,1
2016-01-05,mychildapp,education,childdisorderinformation&education,bhopal,"Samir Bangara, Anisha Mittal, Amit Gupta, Pallav Nadhani, Lalit Mangal, Arihant Patni, Dr. Ritesh Malik, Deobrat Singh, Saurab Paruthi, Singapore Angel Network.",seedfunding,100000,10
2016-01-05,instaproc,ecommerce,b2bprocurementmarketplaceforofficeproducts,noida,Dinesh Agarwal,seedfunding,12031073,1
2016-01-05,360ride,consumerinternet,ridesharingplatform,bangalore,Undisclosed,seedfunding,150000,1
