Date,StartupName,IndustryVertical,SubVertical,CityLocation,InvestorsName,InvestmentType,AmountInUSD,numberofinvestors
2017-02-28,blackbuck,logistics,onlinefreightaggregator,bangalore,"Sands Capital, IFC, Accel Partners, Flipkart, Sanjiv Rangrass",privateequity,70000000,5
2017-01-02,taxsutra,consumerinternet,onlinetaxfilingplatform,pune,"TV Mohandas Pai, V Balakrishnan, PV Srinivasan",seedfunding,366000,3
2017-01-03,tempogo,technology,iot&saassolutionsfortransportationindustry,panaji,K2 Capital,seedfunding,825000,1
2017-01-03,fynd,ecommerce,fashionecommerceportal,mumbai,"Anand Chandrasekaran, Rajiv Mehta, Ramakant Sharma",seedfunding,12031073,3
2017-01-03,vowcarclinic,consumerinternet,online/appbasedcarcleaningserviceprovider,gurgaon,Vishal Malik,seedfunding,12031073,1
2017-01-04,learntron,technology,blendedlearningdeliveryappforschools&corporates,chennai,Kae Capital,seedfunding,12031073,1
2017-01-05,mobident,consumerinternet,dentistappointmentsbookingplatform,bangalore,DanGold Investment Corp,privateequity,12031073,1
2017-01-05,yostra,technology,healthcaretechnologysolutions,bangalore,"Marico Innovation Foundation (MIF), Villgro",privateequity,12031073,2
2017-01-06,leapindia,logistics,supplychainsolutionsprovider,mumbai,"India Nivesh Growth Fund, Sixth Sense, TCI Ventures",privateequity,13000000,3
2017-01-07,freecharge,consumerinternet,mobilewallet,mumbai,Jasper Infotech Pvt Ltd,privateequity,57000000,1
2017-01-09,ticketnew,consumerinternet,movieticketbookingplatform,chennai,Alibaba Pictures,privateequity,35000000,1
2017-01-10,intelligencenode,technology,saasbasedretailanalyticssolutions,mumbai,BlackSoil Capital Pvt Ltd,privateequity,800000,1
2017-01-10,securens,technology,e-surveillanceservicesprovider,mumbai,"Mayfield India, Trifecta Capital",privateequity,5000000,2
2017-01-10,loanframe,consumerinternet,smallbusinessloansmarketplaceplatform,gurgaon,"Vedanta Capital, William Campbell, Toos N Daruvala",privateequity,2250000,3
2017-01-10,driveskool,consumerinternet,onlinemarketplacefordrivingschools,bangalore,Aavya Ventures,seedfunding,12031073,1
2017-01-10,medinfi,consumerinternet,doctor&clinicdiscoveryportal,bangalore,"Vinod Martin, Evan Lim, Kanchan Ghoshal, Ram Kumar Kakani",seedfunding,100000,4
2017-01-10,lenskart,ecommerce,onlineeyewearretailer,bangalore,Ronnie Screwvala,privateequity,3500000,1
2017-01-11,instaoffice,consumerinternet,coworkingspacesbookingplatform,gurgaon,"Zishaan Hayath, Karan Chellani, Mohit Satyan",seedfunding,12031073,3
2017-01-12,hansel.io,consumerinternet,real-timemobileappmanagementplatform,bangalore,"IDG Ventures, Endiya Partners",privateequity,1350000,2
2017-01-12,squareyards,consumerinternet,propertysearchaggregatorplatform,gurgaon,"Lohia Group, Andre Hoffman",privateequity,10000000,2
2017-01-13,ambee,technology,iotsmartlogisticsandassetmanagementcompany,mumbai,Deutsche Telekom Strategic Investments & Others,privateequity,4100000,1
2017-01-13,paisawapas,consumerinternet,cashback&couponsplatform,bangalore,Vividhity Ventures,seedfunding,12031073,1
2017-01-13,iservice,consumerinternet,gadgetsrepair&servicebookingplatform,bangalore,"Blume Ventures, Girish Mathrubootham, Aprameya Radhakrishna",seedfunding,440000,3
2017-01-14,unacademy,consumerinternet,onlinelearningplatform,bangalore,"Nexus Venture Partners, Blume Ventures",privateequity,4500000,2
2017-01-14,secururax,technology,cloud-basedsolutionsprovider,bangalore,"Axilor Ventures, Parampara Early Stage Opportunities Fund & Others",privateequity,12031073,2
2017-01-16,leadburg,consumerinternet,personalitydevelopmentmobileapp,bangalore,"Harsh V. Pant, Ratheesh Raveendran",seedfunding,12031073,2
2017-01-16,zolo,consumerinternet,brandedpgaccomodationbookingplatform,bangalore,"Nexus Venture Partners, Innoven Capital",privateequity,5000000,2
2017-01-16,oimedia,technology,saasbasedmediamarketingplatform,newdelhi,Quarizon,seedfunding,12031073,1
2017-01-16,hipcouch,consumerinternet,custom&modularfurnitureplatform,mumbai,Undisclosed Investors,seedfunding,700000,1
2017-01-17,curiositi,consumerinternet,onlinelearningplatform,bangalore,"Menterra Social Impact Fund, Unitus Seed Fund",privateequity,800000,2
2017-01-17,tinystep,consumerinternet,parentinginfo&socialnetwork,bangalore,Flipkart,privateequity,2000000,1
2017-01-17,practo,consumerinternet,onlinehealthcareplatform,bangalore,"Tencent,  ru-Net, RSI Fund, Thrive Capital",privateequity,55000000,4
2017-01-17,ketchupp,consumerinternet,fooddiscoveryplatform,newdelhi,India Quotient and others,seedfunding,441000,1
2017-01-17,hoopy,consumerinternet,onlinecarserviceplatform,gwalior,undisclosed investors,seedfunding,500000,1
2017-01-17,ezytruk,consumerinternet,logisticsandtruckaggregatorplatform,bangalore,"Ajith Nair, Anish K",seedfunding,147000,2
2017-01-18,kratikal,technology,cybersecuritysolutionprovider,newdelhi,"Amajit Gupta, Praveen Dubey, J.P. Bhatt",seedfunding,12031073,3
2017-01-18,directcreate,ecommerce,b2bmarketplaceforhandicrafts,gurgaon,Rajasthan Venture Capital Fund,seedfunding,12031073,1
2017-01-18,vahdamteas,ecommerce,onlineteaetailer,newdelhi,"Mumbai Angels Network, Fireside Ventures, Singapore Angel Network",seedfunding,650000,3
2017-01-18,qwikspec,technology,cloud-basedconstruction,bangalore,Undisclosed Investors,seedfunding,300000,1
2017-01-19,pparke,consumerinternet,parkingsolutionsmobileapp,bangalore,SB Ventures,seedfunding,12031073,1
2017-01-19,weddingz,consumerinternet,onlinemarketplaceforweddingvenuesandvendors,mumbai,Singularity Ventures,privateequity,1000000,1
2017-01-19,nativespecial,ecommerce,indiansweets&snacksetailer,karur,"Indian Angel Network, Native Angels Network",seedfunding,12031073,2
2017-01-19,fitnapp,consumerinternet,fitnessmobileapp,noida,SD Group,privateequity,12031073,1
2017-01-20,ethosh,technology,visualandinteractivecommunicationssolutions,pune,Deepak Nathani,seedfunding,12031073,1
2017-01-20,wydr,ecommerce,b2bwholesalemarketplaceinindia,gurgaon,"Bessemer Venture Partners, Stellaris Venture Partners, Jungle Venture Partners, Axis Capital",privateequity,12031073,4
2017-01-20,tyreexpress,technology,iotplatformfortyreperformancemanagement&tracking,mumbai,IvyCamp Ventures,seedfunding,12031073,1
2017-01-20,connaizen,technology,dataanalyticsplatform,newdelhi,Umang Moondra,seedfunding,12031073,1
2017-01-22,messagif,consumerinternet,socialmessagingplatform,newdelhi,Undisclosed investor,seedfunding,50000,1
2017-01-23,smarthi,technology,auditautomationsolutions,pune,Singapore based investor,seedfunding,12031073,1
2017-01-23,cronsystems,technology,borderintrusionalertsolutions,newdelhi,YourNest Fund II,seedfunding,12031073,1
2017-01-23,cuemath,technology,mathslearningprogram,newdelhi,"CapitalG, Sequoia India",privateequity,15000000,2
2017-01-23,chippersage,technology,onlinelearningplatform,bangalore,India Educational Investment Fund,seedfunding,12031073,1
2017-01-24,selectjobs,consumerinternet,onlinejobportal,mumbai,India Educational Investment Fund,seedfunding,12031073,1
2017-01-24,khelnow,consumerinternet,mobile-basedsocialplatformforsports,bangalore,Indochine International,privateequity,500000,1
2017-01-24,nowfloats,consumerinternet,platformtotakebusinessesonline,hyderabad,"Iron Pillar and IIFL, Blume Ventures, Omidyar Network",privateequity,10000000,3
2017-01-24,letstransport,consumerinternet,onlinetransportvehiclebookingplatform,bangalore,"GMO Japan, Neelesh Bhatnagar",privateequity,4000000,2
2017-01-24,betaout,technology,ecommercemarketingsoftware,noida,East Ventures & Others,privateequity,12031073,1
2017-01-25,wishberry,consumerinternet,crowdfundingplatform,mumbai,"Sharad Sharma, Rajan Anandan,  Amit Ranjan, Alok Mittal & others",seedfunding,12031073,4
2017-01-25,rmlagtech,technology,agridecisionsupportsolutionforfarmers,pune,IvyCap Ventures,privateequity,4000000,1
2017-01-25,loyaltyprime,technology,loyaltyprogrammanagementsolutions,newdelhi,"Senovo, Unternehmertum Venture Capital, Alexander Bruehl",privateequity,12031073,3
2017-01-25,instasafe,technology,security-as-a-servicesolutionprovider,bangalore,ABM Knowledgeware,privateequity,2200000,1
2017-01-25,infibeam,ecommerce,ecommercemarketplace,ahmedabad,"Bennett, Coleman and Company Ltd",privateequity,8800000,2
2017-01-02,99games,technology,mobilegamedeveloperstudio,udupi,Dream Incubator,seedfunding,12031073,1
2017-01-26,airmedlabs,consumerinternet,healthtestsbookingplatform&epharmacy,ahmedabad,Brand Capital,privateequity,1400000,1
2017-01-26,99perhour,consumerinternet,hyper-localhandymanserviceprovider,chennai,V Aanand R,seedfunding,300000,1
2017-01-26,kochipost,consumerinternet,englishonlinenewsportal,kochi,"Rajesh Yohannan, Puthen & Cole",seedfunding,12031073,2
2017-01-30,intuitthings,technology,iotsolutionsforhomeautomationapplications,mumbai,Sanjay Mehta & Others ( The Ten Minute Million),seedfunding,106000,1
2017-01-30,cloudrino,technology,cloudbasedvirtualservers,newdelhi,The Ten Minute Million,seedfunding,22500,1
2017-01-30,fabx,ecommerce,usedfurnituremarketplace,mumbai,The Ten Minute Million,seedfunding,68000,1
2017-01-30,maptags,consumerinternet,smartonlineaddresstags,bangalore,The Ten Minute Million,seedfunding,18000,1
2017-01-30,yolohealth,consumerinternet,onlinehealthcareplatform,mumbai,Chandigarh Angels Network (CAN),seedfunding,12031073,1
2017-01-31,headsupfortails,ecommerce,onlinepetproductsstore,newdelhi,Undisclosed Investors,privateequity,2000000,1
2017-01-31,registermymarriage,consumerinternet,onlinemarriageregistrationservices,newdelhi,Mumbai Angels,seedfunding,12031073,1
2016-12-01,sidqam,technology,healthcaresoftwaresystem,noida,"SQue Capital, Grace Capital Ventures, Soham Vencaps",privateequity,1200000,3
2016-12-01,indialends,consumerinternet,onlineinstantpersonalloanprovider,newdelhi,"DSG Consumer Partners, American Express Ventures, Cyber Carrier VC, AdvantEdge Partners",privateequity,4000000,4
2016-12-01,slideapp,consumerinternet,lockscreenrewardsmobileapp,newdelhi,Songhyun Investment,privateequity,3600000,1
2016-12-02,badiyajobs,consumerinternet,entry-leveljobseekersplatform,newdelhi,Undisclosed,seedfunding,100000,1
2016-12-02,streo,consumerinternet,livemusicstreamingapp,bangalore,"GEMs Advisory, Quarizon",seedfunding,12031073,2
2016-12-02,tygr,technology,transportandlogisticsmobileapp,mumbai,Franchise India,privateequity,3000000,1
2016-12-05,mrhotfoods,consumerinternet,onlinefoodordering&deliveryportal,indore,IvyCamp Ventures,seedfunding,12031073,1
2016-12-05,urdoorstep,ecommerce,onlinegrocerystore,bangalore,Lakshmi Vilas Bank & undisclosed HNIs,privateequity,1400000,1
2016-12-05,onnbikes,ecommerce,"on-demand,self-drivebikerentalplatform",mumbai,Grace Capital Ventures,seedfunding,12031073,1
2016-12-06,ola,consumerinternet,mobilecontactsmanagementapp,newdelhi,Info Edge (India),seedfunding,147000,1
2016-12-06,thb,technology,clinicalresearchanddataanalytics,gurgaon,"Ajith Sukumaran, Currae Healthtech Fund",seedfunding,12031073,2
2016-12-07,lookatme,consumerinternet,mobileappbasedfashionnetwork,singapore,Eros Labs,seedfunding,12031073,1
2016-12-07,netree,ecommerce,mobile-onlyretailersengagementsolution,newdelhi,"The Chennai Angels, LetsVenture",seedfunding,12031073,2
2016-12-07,bookeventz,consumerinternet,"venue,eventsbookingplatform",mumbai,Investors from Mumbai Angels & LetsVenture,seedfunding,12031073,1
2016-12-07,tailslife,consumerinternet,petparentingmobileapp,bangalore,"Mohan Kumar, V. Balakrishnan",seedfunding,12031073,2
2016-12-07,revv,consumerinternet,self-drivencarservicesbookingportal,newdelhi,Edelweiss Private Equity,privateequity,9000000,1
2016-12-07,wealthapp,consumerinternet,onlineinvestmentadvisoryplatform,bangalore,"Venk Krishnan, MJ Aravind, Vikram Kotak, Jayant Davar,  Ramkumar Nishtal, Arjun Sharmaa",seedfunding,440000,6
2016-12-07,vehico,technology,connectedtransportationsolutions,bangalore,"Calcutta Angel Network, Appliyifi",seedfunding,12031073,2
2016-12-08,zestmoney,consumerinternet,onlineconsumerlendingplatform,mumbai,PayU,privateequity,6500000,1
2016-12-08,gomechanic,consumerinternet,onlinecarservicingbookingplatform,gurgaon,Venture Catalysts,seedfunding,250000,1
2016-12-09,stalkbuylove,ecommerce,fashionappareletailer,newdelhi,Kalaari Capital,privateequity,6000000,1
2016-12-09,nykaa,ecommerce,beautyproductsetailer,mumbai,Max Ventures and Industries,privateequity,12031073,1
2016-12-09,wittyparot,technology,contentmanagement&productivityplatform,bangalore,Mumbai Angels,seedfunding,450000,1
2016-12-09,neuroequilibrium,technology,health-techplatform,jaipur,Unicorn India Ventures,seedfunding,250000,1
2016-12-12,xseededucation,technology,education&learningtechplatform,bangalore,Verlinvest SA,privateequity,10000000,1
2016-12-12,rupaiyaexchange,consumerinternet,p2plendingplatform,newdelhi,Undisclosed Investors,seedfunding,200000,1
2016-12-12,doctorinsta,consumerinternet,onlinedoctorconsultingplatform,gurgaon,RoundGlass Partners,privateequity,2000000,1
2016-12-12,urbanpiper,consumerinternet,self-brandedwebsites&appsforecommerce,bangalore,"Axilor, undisclosed investors",seedfunding,12031073,2
2016-12-12,freshfoodconcepts,food&beverage,coldpressjuicemanufacturer&seller,newdelhi,"Siddhartha Gupta, Ashvin Chadha",seedfunding,2000000,2
2016-12-13,indifi,consumerinternet,onlinelendingplatform,gurgaon,Omidyar Network,privateequity,10000000,1
2016-12-13,gocomet,logistics,marketplaceforinternationalfreight,mumbai,"India Quotient, Rajul Garg, Rajesh Yabaji, Chanakya Hridaya, Ramasubramaniam B, Vishwanathan, Nobel House, Sunstone Capital",seedfunding,12031073,8
2016-12-13,ofbusiness,ecommerce,onlinebusiness-to-business(b2b)marketplace,gurgaon,"Zodius Technology Opportunities Fund, Matrix Partners",privateequity,11100000,2
2016-12-14,fitmein,consumerinternet,fitnessdiscovery&bookingplatform,newdelhi,"FiNC, GHV",seedfunding,12031073,2
2016-12-14,qacco,consumerinternet,hotelbookingplatform,gurgaon,"Lead Angels Network, Anbu Pandian, Prabhakar MR & Others",seedfunding,150000,3
2016-12-14,fitpass,consumerinternet,fitnesscenteraggregator&bookingmobileapp,newdelhi,Mumbai Angels,seedfunding,1000000,1
2016-12-14,moengage,technology,useranalyticsandengagementplatform,bangalore,Anand Chandrasekaran,seedfunding,12031073,1
2016-12-14,ten3thealth,technology,medicalgradewearablepatchmaker,bangalore,"V. Krishna Prasad, Bhupen Shah & Others",seedfunding,12031073,2
2016-12-14,tradingbells,consumerinternet,onlineshare&commoditybrokingplatform,indore,Swastika Investmart Ltd,seedfunding,297000,1
2016-12-15,serv’d,consumerinternet,financialservicesforunorganizedworkforce,pune,Digital Financial Service Lab,seedfunding,100000,1
2016-12-15,ideaforge,technology,dronemanufacturing,mumbai,"WRV Capital and IndusAge Partners, Infosys Innovation Fund",privateequity,10000000,2
2016-12-15,amagimedialabs,technology,mediatechnologysolutions,mumbai,"Emerald Media, Premji Invest",privateequity,35000000,2
2016-12-15,pocketaces,technology,digitalentertainmentcompany,mumbai,"Sequoia Capital India, North Base Media, Aarin Capital, 3one4 Capital, Axilor Ventures, Kunal Shah, Sandeep Tandon",privateequity,3000000,7
2016-12-16,pidatacenters,technology,clouddatacentersolutionsprovider,hyderabad,Epsilon Venture Partners,privateequity,23000000,1
2016-12-16,tripshelf,consumerinternet,holidaypackagesprovider,newdelhi,"GEMS Advisory, Quarizon",seedfunding,123000,2
2016-12-19,eventshigh,consumerinternet,events&activitiesmarketplace,bangalore,Axilor Ventures,privateequity,12031073,1
2016-12-19,nobroker,consumerinternet,rentalpropertysearchportal,bangalore,"KTB Network, SAIF Partners, BEENEXT, Digital Garage",privateequity,7400000,4
2016-12-20,vivocarat,ecommerce,onlinejewellerymarketplace,mumbai,Undisclosed Investors,seedfunding,50000,1
2016-12-20,tiyo,consumerinternet,doctorsearchmobileapp,kolkata,Ajith Nair,seedfunding,12031073,1
2016-12-20,zoomcar,consumerinternet,self-drivencabbookingplatform,bangalore,Cyber Carrier CL,privateequity,12031073,1
2016-12-20,byju’s,consumerinternet,onlinelearningplatform,bangalore,International Financial Corporation,privateequity,15000000,1
2016-12-21,suprdaily,consumerinternet,dailysubscriptionbaseddeliveryservice,mumbai,"Dr. Apoorv Ranjan Sharma, Anil Jain, Anuj Golecha, Krishna Jhunjhunwala, Anirudh Damani",seedfunding,12031073,5
2016-12-21,thebluebook,consumerinternet,onlinetoofflinemarketingplatform,bangalore,"Indian Angel Network, Let’s Venture",seedfunding,500000,2
2016-12-21,mamaearth,ecommerce,babycareproductsseller,newdelhi,Fireside Ventures & Others,seedfunding,12031073,1
2016-12-21,vegetall,ecommerce,onlinevegetableetailer,chennai,The Chennai Angels,seedfunding,162000,1
2016-12-22,innoplexus,technology,dataasaserviceprovider,pune,HCS Venture capital fund,privateequity,12031073,1
2016-12-22,mindler,consumerinternet,careerplanning&assessmentplatform,newdelhi,Taxmann,seedfunding,324000,1
2016-12-22,mcaffeine,ecommerce,personalcareproductetailer,bangalore,"Kaushal Agarwal, Harminder Sahani, KK Mehra, Pranay Jivrajka, Navjot Saini",seedfunding,300000,5
2016-12-23,enkast,technology,cloudbasedcrmforagencies,bangalore,Ivy League Alumni Angel Network,privateequity,2000000,1
2016-12-23,shopkirana,ecommerce,b2bplatformformerchants&retailers,indore,"Incubate Fund, Lead Angels Group & Others",privateequity,12031073,2
2016-12-23,myadvo,consumerinternet,legaladviceplatform,newdelhi,"Pradyumna Dalmia, S. Somasegar & Others",seedfunding,12031073,2
2016-12-23,asocon,technology,processmanagementstartup,noida,Quarizon,seedfunding,12031073,1
2016-12-23,lexcomply,consumerinternet,compliancemanagementsoftware,newdelhi,Ajay Relan,seedfunding,12031073,1
2016-12-26,thepostbox,ecommerce,art&lifestyleecommercestore,chennai,"The Chennai Angels, Ritesh Mehta, Aruna Ganesh Ram",seedfunding,12031073,3
2016-12-26,pandorumtechnologies,technology,3dprintedexperimentalhumanlivertissuecreator,bangalore,"Sachin Bansal, Binny Bansal",seedfunding,12031073,2
2016-12-26,dekkho,consumerinternet,videostreamingplatform,mumbai,undisclosed investors,seedfunding,1200000,1
2016-12-26,shadowfox,logistics,on-demanddeliveryservice,gurgaon,Eight Roads Ventures,privateequity,10000000,1
2016-12-27,shopx,ecommerce,saasecommerceretailapp,bangalore,Nandan Nilekani,privateequity,5000000,1
2016-12-28,bookeventz,consumerinternet,onlineevent-bookingplatform,mumbai,"Lead Angels, Mumbai Angels, LetsVenture, Girish Mathrubootham, Anbu Pandian",seedfunding,12031073,5
2016-12-29,healthifyme,consumerinternet,fitnessmobileapp,bangalore,NB Ventures,privateequity,1000000,1
2016-12-29,letsmd,consumerinternet,healthcareplancomparisonplatform,newdelhi,"WaterBridge Ventures,",seedfunding,12031073,2
2016-12-29,justbooks,consumerinternet,librarychainaggregator,bangalore,CoCreate Ventures,seedfunding,12031073,1
2016-12-30,instantpay,consumerinternet,digitalpayments&rechargeplatform,newdelhi,"RB Investments,  Kaleden Holdings",privateequity,12031073,2
2016-11-01,pickmylaundry,consumerinternet,on-demandwashing&drycleaningservices,newdelhi,"Kedar Lele, GHV Accelerator",seedfunding,200000,2
2016-11-02,freshdesk,consumerinternet,saasbasedhelpdeskservices,chennai,"Sequoia Capital India, Accel Partners",privateequity,55000000,2
2016-11-02,laundryanna,consumerinternet,on-demandwashing&drycleaningservices,bangalore,Undisclosed Investors,seedfunding,150000,1
2016-11-02,letsmd,consumerinternet,healthcareservicescomparisonplatform,newdelhi,"Calcutta Angels Network, LetsVenture, Anupam Mittal, Currae Healthtech Fund",seedfunding,12031073,4
2016-11-02,sattviko,food&beverage,healthfoodrestaurantchain,newdelhi,"Raman Roy, Ashish Gupta, Yogesh Andlay, Vaibhav Jain",seedfunding,12031073,4
2016-11-03,zarget,technology,saas-basedweboptimisationandmarketingplatform,chennai,Sequoia India,privateequity,6000000,1
2016-11-03,doselect,consumerinternet,skillshowcasingplatform,bangalore,"3one4 Capital, Mumbai Angels, Aarin Capital",seedfunding,12031073,3
2016-11-03,easypolicy,consumerinternet,onlineinsuranceportal,noida,"Unilazer Ventures,",privateequity,10000000,2
2016-11-04,browntape,technology,cloud-basedsoftwaresolutionscompany,goa,Gati Ltd,privateequity,12031073,1
2016-11-04,connectindia,logistics,lastmiledeliverynetwork,bangalore,Aavishkaar Venture Management,privateequity,1000000,1
2016-11-04,corseco,technology,ai-basedsoftwareasaservicesolutionprovider,newdelhi,"Ameera Shah, Vivek Bhargava",seedfunding,150000,2
2016-11-04,vimmune,consumerinternet,immunisationmanagementplatform,bangalore,Undisclosed investor,seedfunding,12031073,1
2016-11-04,thegourmetjar,ecommerce,gourmetfoodetailer,noida,Chandigarh Angels Network,seedfunding,12031073,1
2016-11-05,medzin,ecommerce,onlineordering&deliveryofmedicines,newdelhi,A M Sikander,seedfunding,45000,1
2016-11-05,bizongo,ecommerce,packagingmaterialmarketplace,mumbai,"IDG Ventures, Accel Partners",privateequity,3000000,2
2016-11-07,rivigo,technology,technologybasedlogisticsplatform,gurgaon,Warburg Pincus,privateequity,75000000,1
2016-11-07,justride,consumerinternet,onlinecarsharingplatform,mumbai,"Justin Kan, Qasar Younis, Paul Bucche, Susa Ventures, Kima Ventures, Axan Venture, SCM Holdings",privateequity,3000000,7
2016-11-09,iimjobs,consumerinternet,onlinejobportal,newdelhi,India Quotient,privateequity,2000000,1
2016-11-09,squareyards,consumerinternet,onlinepropertysearchportal,gurgaon,ADAG Reliance Private Equity,privateequity,12000000,1
2016-11-10,golflan,consumerinternet,golfsessiononlinebookingsplatform,newdelhi,"YourNest Angel Fund, iSON",privateequity,1000000,2
2016-11-10,yottaasys,technology,datasciencesplatform,bangalore,Gleevoaz Ventures,privateequity,12031073,1
2016-11-10,tonetag,technology,contactlesspaymentsolution,bangalore,"Arun Seth, T.V. Mohandas Pai, Anand Chandrasekaran, Deepak Ghaisas",privateequity,12031073,4
2016-11-11,lifeincontrol,consumerinternet,onlinediabetesmanagementplatform,gurgaon,RoundGlass Partners,privateequity,12031073,1
2016-11-14,active.ai,technology,banking&fintechplatform,singapore,"Kalaari Capital, IDG Ventures India",privateequity,3000000,2
2016-11-14,elasticrun,technology,techdrivenlogistic&distributionplatform,pune,"Kalaari Capital, Norwest Venture Partners",privateequity,2000000,2
2016-11-15,nobroker,consumerinternet,onlinerentaldiscovery,bangalore,Vijay Shekhar Sharma,seedfunding,12031073,1
2016-11-15,zefo,ecommerce,usedfurniture&appliancesmarketplace,bangalore,"Sequoia India, BEENEXT, Helion Ventures",privateequity,6000000,3
2016-11-15,playsimple,technology,mobilegamingportal,bangalore,"SAIF Partners, IDG Ventures India",privateequity,4000000,2
2016-11-16,stasislabs,technology,cloudbased healthmonitoringplatform,bangalore,"RTP-HC, Wonder Ventures, Techstars Ventures & Others",privateequity,5000000,3
2016-11-17,scienaptic,technology,dataanalyticsplatform,bangalore,Pramod Bhasin,seedfunding,12031073,1
2016-11-17,koovs,ecommerce,fashionetailer,newdelhi,Times of India Group & Existing investors,privateequity,13500000,1
2016-11-17,lawrato,consumerinternet,freelegaladvice,newdelhi,Indian Angel Network,seedfunding,12031073,1
2016-11-17,triptaptoe,consumerinternet,onlinetravelportal,gurgaon,R.S Sharma,seedfunding,12031073,1
2016-11-17,pictorimaging,consumerinternet,productphotographymobileapp,mumbai,Quarizon,seedfunding,147000,1
2016-11-18,gramcover,finance,insurancemarketplacefortheruralsector,newdelhi,Omnivore Capital,seedfunding,1000000,1
2016-11-18,aermed,ecommerce,onlinepharmacy,mumbai,Hitesh Windlass,seedfunding,12031073,1
2016-11-18,workindia,consumerinternet,jobboardforcluecollarjobs,mumbai,Asuka Holdings,seedfunding,12031073,1
2016-11-21,batsondelivery,consumerinternet,"onlinefood,groceryordering&delivery",gurgaon,Devdeep Singh,seedfunding,90000,1
2016-11-21,numberz.in,technology,cashflowmanagementsolutionforbusinesses,gurgaon,"Kae Capital, Khosla Impact",seedfunding,650000,2
2016-11-22,housing,consumerinternet,realestateportal,mumbai,Softbank Group,privateequity,5000000,1
2016-11-22,awesummly,consumerinternet,shortnewsmobileapp,bangalore,"Vivek Bhargava, Ameera Shah",seedfunding,147000,2
2016-11-22,volt,consumerinternet,ed-techplatform,mumbai,YMS Mobitech,seedfunding,12031073,1
2016-11-22,vymo,technology,saas-basedpredictiveanalyticsplatform,bangalore,Sequoia India,privateequity,5000000,1
2016-11-22,shubhloans,technology,consumerfinance&creditscoreplatform,bangalore,"Sanjai Vohra, V. Bunty Bohra",seedfunding,12031073,2
2016-11-22,noddapp,consumerinternet,appbasednetworkingplatform,mumbai,Undisclosed multiple investors,seedfunding,147000,1
2016-11-23,knowlarity,consumerinternet,cloudtelephonyplatform,bangalore,"Delta Partners, Sequoia India,  Mayfield, Blacksoil, Trifecta Capital",privateequity,20000000,5
2016-11-23,infisecure,technology,botprotectionsolutions,mumbai,"IDG Ventures, Axilor Ventures",seedfunding,600000,2
2016-11-23,udaan,ecommerce,b2bmarketplace,bangalore,"Lightspeed Venture Partners India, Lightspeed US",privateequity,10000000,2
2016-11-24,oyo,consumerinternet,fitnessdiscoveryplatform,indore,Dr. Pooja Gandhi,seedfunding,12031073,1
2016-11-24,betterplace,consumerinternet,backgroundverificationservices,bangalore,Venture Highway,seedfunding,12031073,1
2016-11-24,sharechat,consumerinternet,locallanguagesocialnetworkingplatform,mumbai,"Lightspeed India Partners, SAIF Partners, India Quotient, Venture Highway",privateequity,4000000,4
2016-11-24,uclean,consumerinternet,techenabledlaundryserviceprovider,gurgaon,Franchise India,privateequity,12031073,1
2016-11-24,servify,consumerinternet,personaldeviceassistantapp,mumbai,"Blume Ventures, BEENEXT, Barkawi Holdings GmbH, TM Service Technology Holdings Gmbh, Sreevathsa Prabhakar",privateequity,12031073,5
2016-11-25,hubilo,consumerinternet,end-to-endeventorganizerssolutions,ahmedabad,"Girish Mathrubootham, VC Karthic, Miten Mehta, Umasankar Nistala, Rakesh Patel, Akash Bhavsar, Jeevanandhan Rajagopal, Vikas Chadha & Others",seedfunding,12031073,8
2016-11-25,funongo,consumerinternet,digitalmediacontentanddistributionplatform,mumbai,Reliance Entertainment,privateequity,12031073,1
2016-11-25,121policy,consumerinternet,onlineinsuranceplatform,kolkata,Xelpmoc,seedfunding,12031073,1
2016-11-26,tapchief,consumerinternet,professionalexpertadviceplatform,bangalore,"Paytm, Aprameya Radhakrishna, Subramanya Venkat, Venk Krishnan",seedfunding,12031073,4
2016-11-28,kloseby,consumerinternet,proximitybased rewardsplatform,bangalore,Undisclosed Investor,seedfunding,100000,1
2016-11-28,wholesalebox,ecommerce,b2bwholesaleapparelmarketplace,jaipur,"Manish Maheshwari, Contrarian Vriddhi Fund",privateequity,2000000,2
2016-11-29,crossahead,consumerinternet,creativeartistsdiscovery&bookingplatform,noida,Mohit Sharma,seedfunding,12031073,1
2016-11-29,affordplan,consumerinternet,savingsplatformformedicalexpenses,newdelhi,"Prime Venture Partners, Kalaari Capital",privateequity,3000000,2
2016-11-30,handytrain,consumerinternet,mobileappforsaasbasedtraining,goa,"Silver Range Investments, Lumina Datamatics, Shun Yoshida & Others",privateequity,1000000,3
2016-11-30,shopsup,ecommerce,hyperlocalshoppingapp,bangalore,"Anand Sankeshwar, Yang Shu",seedfunding,963000,2
2016-11-30,indofash,ecommerce,ethnicindianfashionmarketplace,bangalore,"Shekhar Sahu, Nitesh Pant",seedfunding,150000,2
2016-11-30,entropika,technology,"ai,machinelearningsolutions",bangalore,"Dileep Bhatt, Milind Chaudhary",seedfunding,200000,2
2016-11-30,marianaiq,technology,ai-drivenb2bmarketingplatform,bangalore,Exfinity Venture Partners,privateequity,2000000,1
2016-11-30,chaithela,food&beverage,quickservicerestaurants,noida,Quarizon,seedfunding,218000,1
